chunk_text,metadata
i have been a loyal amex gold cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000308, 'product_category': 'credit card', 'chunk_index': 0}"
my account was frozen by zelle after i made a western union transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10001899, 'product_category': 'money transfer', 'chunk_index': 0}"
goldman sachs charged me a monthly maintenance fee on my marcus savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001460, 'product_category': 'savings account', 'chunk_index': 0}"
i accidentally sent to the wrong person through zelle via bank of america i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount,"{'complaint_id': 10002097, 'product_category': 'money transfer', 'chunk_index': 0}"
chase charged me a late fee on my discover it card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000745, 'product_category': 'credit card', 'chunk_index': 0}"
paypal charged me a fee for a zelle transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10002107, 'product_category': 'money transfer', 'chunk_index': 0}"
i took out a personal loan of with sofi through their upstart loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted,"{'complaint_id': 10001174, 'product_category': 'personal loan', 'chunk_index': 0}"
discover charged me a late fee on my discover it card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000789, 'product_category': 'credit card', 'chunk_index': 0}"
i initiated an international transfer of through bank of america s zelle service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10002174, 'product_category': 'money transfer', 'chunk_index': 0}"
my account was frozen by zelle after i made a venmo transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10002201, 'product_category': 'money transfer', 'chunk_index': 0}"
someone made fraudulent purchases on my citi double cash card totaling i reported this to chase immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000509, 'product_category': 'credit card', 'chunk_index': 0}"
my amex gold card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000409, 'product_category': 'credit card', 'chunk_index': 0}"
my discover savings with ally bank was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this ally bank took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001233, 'product_category': 'savings account', 'chunk_index': 0}"
synchrony charged me a monthly maintenance fee on my chase savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001403, 'product_category': 'savings account', 'chunk_index': 0}"
i have been a loyal amex gold cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000071, 'product_category': 'credit card', 'chunk_index': 0}"
i applied for the capital one venture card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified,"{'complaint_id': 10000189, 'product_category': 'credit card', 'chunk_index': 0}"
i have been a loyal chase sapphire cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000439, 'product_category': 'credit card', 'chunk_index': 0}"
my discover it card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000304, 'product_category': 'credit card', 'chunk_index': 0}"
i opened a chase savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001720, 'product_category': 'savings account', 'chunk_index': 0}"
my account was frozen by zelle after i made a paypal transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10001905, 'product_category': 'money transfer', 'chunk_index': 0}"
i accidentally sent to the wrong person through paypal via bank of america i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount,"{'complaint_id': 10002043, 'product_category': 'money transfer', 'chunk_index': 0}"
my account was frozen by zelle after i made a western union transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10001886, 'product_category': 'money transfer', 'chunk_index': 0}"
i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with capital one for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000260, 'product_category': 'credit card', 'chunk_index': 0}"
i have been trying to reach ally bank s customer service about an issue with my chase savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001448, 'product_category': 'savings account', 'chunk_index': 0}"
chase charged me a monthly maintenance fee on my discover savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001756, 'product_category': 'savings account', 'chunk_index': 0}"
chase closed my chase savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001666, 'product_category': 'savings account', 'chunk_index': 0}"
discover charged me a monthly maintenance fee on my synchrony savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001655, 'product_category': 'savings account', 'chunk_index': 0}"
my account was frozen by zelle after i made a wire transfer transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10002163, 'product_category': 'money transfer', 'chunk_index': 0}"
someone made fraudulent purchases on my capital one venture card totaling i reported this to capital one immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000158, 'product_category': 'credit card', 'chunk_index': 0}"
venmo charged me a fee for a zelle transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10002046, 'product_category': 'money transfer', 'chunk_index': 0}"
i applied for the discover it card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but citibank has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified,"{'complaint_id': 10000530, 'product_category': 'credit card', 'chunk_index': 0}"
synchrony closed my synchrony savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001747, 'product_category': 'savings account', 'chunk_index': 0}"
i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000708, 'product_category': 'credit card', 'chunk_index': 0}"
american express charged me a late fee on my citi double cash card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000421, 'product_category': 'credit card', 'chunk_index': 0}"
my account was frozen by paypal after i made a western union transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10002195, 'product_category': 'money transfer', 'chunk_index': 0}"
someone made fraudulent purchases on my citi double cash card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000582, 'product_category': 'credit card', 'chunk_index': 0}"
i have been a loyal discover it cardholder with discover for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000052, 'product_category': 'credit card', 'chunk_index': 0}"
someone made fraudulent purchases on my amex gold card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000369, 'product_category': 'credit card', 'chunk_index': 0}"
discover charged me a late fee on my chase sapphire card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000417, 'product_category': 'credit card', 'chunk_index': 0}"
ally bank charged me a monthly maintenance fee on my ally savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001270, 'product_category': 'savings account', 'chunk_index': 0}"
i was contacted by someone claiming to be from my bank s fraud department they convinced me to send via western union to secure my account i later realized this was a scam and immediately contacted western union they refused to reverse the transaction saying western union transfers are final i believe western union should have better fraud protection mechanisms,"{'complaint_id': 10001898, 'product_category': 'money transfer', 'chunk_index': 0}"
i accidentally sent to the wrong person through venmo via bank of america i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount,"{'complaint_id': 10002118, 'product_category': 'money transfer', 'chunk_index': 0}"
i initiated an international transfer of through zelle s western union service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10002119, 'product_category': 'money transfer', 'chunk_index': 0}"
i have been a loyal discover it cardholder with chase for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000068, 'product_category': 'credit card', 'chunk_index': 0}"
i noticed a charge of on my capital one venture statement from i did not authorize this transaction and have been trying to resolve it with capital one for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000212, 'product_category': 'credit card', 'chunk_index': 0}"
upstart sold my marcus loan loan to a third party debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a violation of fair debt collection practices,"{'complaint_id': 10001180, 'product_category': 'personal loan', 'chunk_index': 0}"
i sent via paypal through venmo to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and venmo has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid,"{'complaint_id': 10001998, 'product_category': 'money transfer', 'chunk_index': 0}"
lendingclub sold my lendingclub loan loan to a third party debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a violation of fair debt collection practices,"{'complaint_id': 10001026, 'product_category': 'personal loan', 'chunk_index': 0}"
i noticed a charge of on my capital one venture statement from i did not authorize this transaction and have been trying to resolve it with capital one for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000743, 'product_category': 'credit card', 'chunk_index': 0}"
i opened a chase savings with chase because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001513, 'product_category': 'savings account', 'chunk_index': 0}"
i applied for the citi double cash card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but american express has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified,"{'complaint_id': 10000368, 'product_category': 'credit card', 'chunk_index': 0}"
i have been trying to reach chase s customer service about an issue with my marcus savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001489, 'product_category': 'savings account', 'chunk_index': 0}"
paypal charged me a fee for a paypal transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10001921, 'product_category': 'money transfer', 'chunk_index': 0}"
i have been a loyal discover it cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000411, 'product_category': 'credit card', 'chunk_index': 0}"
goldman sachs closed my discover savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001610, 'product_category': 'savings account', 'chunk_index': 0}"
i initiated an international transfer of through bank of america s venmo service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10002144, 'product_category': 'money transfer', 'chunk_index': 0}"
i opened a ally savings with discover because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001438, 'product_category': 'savings account', 'chunk_index': 0}"
my chase sapphire card from american express suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000545, 'product_category': 'credit card', 'chunk_index': 0}"
someone made fraudulent purchases on my citi double cash card totaling i reported this to chase immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000070, 'product_category': 'credit card', 'chunk_index': 0}"
the rewards program on my citi double cash card was changed without notice chase devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000403, 'product_category': 'credit card', 'chunk_index': 0}"
i have been trying to reach goldman sachs s customer service about an issue with my synchrony savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001768, 'product_category': 'savings account', 'chunk_index': 0}"
chase charged me a monthly maintenance fee on my synchrony savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001458, 'product_category': 'savings account', 'chunk_index': 0}"
i sent via venmo through paypal to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and paypal has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid,"{'complaint_id': 10001966, 'product_category': 'money transfer', 'chunk_index': 0}"
i noticed a charge of on my capital one venture statement from i did not authorize this transaction and have been trying to resolve it with discover for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000343, 'product_category': 'credit card', 'chunk_index': 0}"
my account was frozen by paypal after i made a venmo transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10002263, 'product_category': 'money transfer', 'chunk_index': 0}"
my discover it card from discover suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000680, 'product_category': 'credit card', 'chunk_index': 0}"
i noticed a charge of on my discover it statement from i did not authorize this transaction and have been trying to resolve it with capital one for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000643, 'product_category': 'credit card', 'chunk_index': 0}"
synchrony charged me a monthly maintenance fee on my synchrony savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001492, 'product_category': 'savings account', 'chunk_index': 0}"
the total cost of my marcus loan from goldman sachs ended up being which is nearly times the original loan amount of the interest rate of combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion,"{'complaint_id': 10000963, 'product_category': 'personal loan', 'chunk_index': 0}"
the rewards program on my capital one venture card was changed without notice chase devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000481, 'product_category': 'credit card', 'chunk_index': 0}"
i accidentally sent to the wrong person through venmo via western union i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount,"{'complaint_id': 10002018, 'product_category': 'money transfer', 'chunk_index': 0}"
i accidentally sent to the wrong person through venmo via zelle i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount,"{'complaint_id': 10001901, 'product_category': 'money transfer', 'chunk_index': 0}"
i have been trying to reach chase s customer service about an issue with my ally savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001305, 'product_category': 'savings account', 'chunk_index': 0}"
i tried to withdraw from my chase savings at goldman sachs and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed,"{'complaint_id': 10001414, 'product_category': 'savings account', 'chunk_index': 0}"
i sent via zelle through paypal to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and paypal has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid,"{'complaint_id': 10002110, 'product_category': 'money transfer', 'chunk_index': 0}"
discover closed my marcus savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001611, 'product_category': 'savings account', 'chunk_index': 0}"
someone made fraudulent purchases on my discover it card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000085, 'product_category': 'credit card', 'chunk_index': 0}"
i have been a loyal discover it cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000174, 'product_category': 'credit card', 'chunk_index': 0}"
someone made fraudulent purchases on my amex gold card totaling i reported this to chase immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000074, 'product_category': 'credit card', 'chunk_index': 0}"
my ally savings with synchrony was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this synchrony took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001767, 'product_category': 'savings account', 'chunk_index': 0}"
i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with capital one for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000110, 'product_category': 'credit card', 'chunk_index': 0}"
upstart sold my prosper loan loan to a third party debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a violation of fair debt collection practices,"{'complaint_id': 10001139, 'product_category': 'personal loan', 'chunk_index': 0}"
the rewards program on my capital one venture card was changed without notice chase devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000747, 'product_category': 'credit card', 'chunk_index': 0}"
chase charged me a late fee on my amex gold card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000553, 'product_category': 'credit card', 'chunk_index': 0}"
discover charged me a monthly maintenance fee on my marcus savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001290, 'product_category': 'savings account', 'chunk_index': 0}"
my marcus savings with goldman sachs was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this goldman sachs took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001657, 'product_category': 'savings account', 'chunk_index': 0}"
i have been making regular payments on my marcus loan from upstart for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this corrected immediately,"{'complaint_id': 10000943, 'product_category': 'personal loan', 'chunk_index': 0}"
i applied for the discover it card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified,"{'complaint_id': 10000786, 'product_category': 'credit card', 'chunk_index': 0}"
someone made fraudulent purchases on my amex gold card totaling i reported this to capital one immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000241, 'product_category': 'credit card', 'chunk_index': 0}"
synchrony closed my synchrony savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001669, 'product_category': 'savings account', 'chunk_index': 0}"
the rewards program on my capital one venture card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000049, 'product_category': 'credit card', 'chunk_index': 0}"
zelle charged me a fee for a zelle transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10002210, 'product_category': 'money transfer', 'chunk_index': 0}"
my discover it card from chase suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000367, 'product_category': 'credit card', 'chunk_index': 0}"
i accidentally sent to the wrong person through venmo via zelle i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount,"{'complaint_id': 10002082, 'product_category': 'money transfer', 'chunk_index': 0}"
i opened a ally savings with chase because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001230, 'product_category': 'savings account', 'chunk_index': 0}"
my ally savings with discover was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this discover took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001390, 'product_category': 'savings account', 'chunk_index': 0}"
the total cost of my sofi personal loan from upstart ended up being which is nearly times the original loan amount of the interest rate of combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion,"{'complaint_id': 10000975, 'product_category': 'personal loan', 'chunk_index': 0}"
i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with citibank for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000431, 'product_category': 'credit card', 'chunk_index': 0}"
i have been trying to reach chase s customer service about an issue with my ally savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001606, 'product_category': 'savings account', 'chunk_index': 0}"
i initiated an international transfer of through zelle s paypal service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10002239, 'product_category': 'money transfer', 'chunk_index': 0}"
the rewards program on my discover it card was changed without notice discover devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000531, 'product_category': 'credit card', 'chunk_index': 0}"
i opened a synchrony savings with discover because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001805, 'product_category': 'savings account', 'chunk_index': 0}"
i accidentally sent to the wrong person through zelle via western union i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount,"{'complaint_id': 10001911, 'product_category': 'money transfer', 'chunk_index': 0}"
i initiated an international transfer of through western union s wire transfer service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10001903, 'product_category': 'money transfer', 'chunk_index': 0}"
i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000637, 'product_category': 'credit card', 'chunk_index': 0}"
discover charged me a late fee on my discover it card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000019, 'product_category': 'credit card', 'chunk_index': 0}"
i initiated an international transfer of through zelle s paypal service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10002032, 'product_category': 'money transfer', 'chunk_index': 0}"
chase closed my chase savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001538, 'product_category': 'savings account', 'chunk_index': 0}"
